id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
938,Garwood,Ferrar,1970-12-31 06:13:22.143596,Masculino,gferrarq1@gmail.com,Sim,245-605-0819,Sim,Sim,892-585-1164,Schiller,780,Tijuca,205008-000,RJ,99.47,77.39
939,Damien,Epsley,1974-08-05 06:13:22.143596,Masculino,depsleyq2@gmail.com,Sim,223-797-8832,Não,Não,160-600-2859,Delaware,8,Barra da Tijuca,226002-000,RJ,456.97,2.14
940,Roobbie,Swetland,1984-08-02 06:13:22.143596,Feminino,rswetlandq3@gmail.com,Não,706-191-6577,Não,Não,708-353-1561,Ohio,342,Barra da Tijuca,226003-000,RJ,64.42,48.45
941,Viole,Amer,1990-08-24 06:13:22.143596,Outros,vamerq4@hotmail.com,Sim,826-303-0920,Não,Não,787-533-4753,Red Cloud,1,Barra da Tijuca,226007-000,RJ,195.97,25.61
942,Binni,Waller-Bridge,1999-06-29 06:13:22.143596,Feminino,bwallerbridgeq5@hotmail.com,Não,166-209-4517,Sim,Sim,790-646-7091,Kings,452,Barra da Tijuca,226005-000,RJ,175.29,55.94
943,Orrin,Nassey,1971-11-15 06:13:22.143596,Masculino,onasseyq6@hotmail.com,Sim,565-973-1916,Sim,Sim,460-338-1149,Kings,7,Tijuca,205002-000,RJ,301.95,31.14
944,Theresina,Valens-Smith,1987-03-12 06:13:22.143596,Feminino,tvalenssmithq7@gmail.com,Sim,231-401-7460,Não,Não,117-593-4730,Forest Dale,9,Tijuca,205001-000,RJ,468.14,31.27
945,Virgie,Waldie,1981-09-05 06:13:22.143596,Feminino,vwaldieq8@gmail.com,Não,994-187-6025,Não,Não,383-128-8449,Loomis,27,Tijuca,205001-000,RJ,156.74,58.01
946,Sergio,Colchett,1979-04-23 06:13:22.143596,Masculino,scolchettq9@gmail.com,Sim,613-664-6700,Sim,Não,408-508-6177,Crest Line,99,Tijuca,205004-000,RJ,463.52,62.15
947,Desmond,Klementz,2001-02-03 06:13:22.143596,Masculino,dklementzqa@gmail.com,Não,873-968-1285,Não,Sim,244-589-8586,Bashford,7,Tijuca,205004-000,RJ,483.8,24.26
948,Reinwald,Danter,1992-09-09 06:13:22.143596,Masculino,rdanterqb@gmail.com,Sim,204-975-7176,Sim,Não,587-772-2008,Monument,55225,Barra da Tijuca,226004-000,RJ,59.09,19.46
949,Jorey,Burgne,1993-10-29 06:13:22.143596,Feminino,jburgneqc@gmail.com,Sim,282-912-8547,Sim,Sim,903-292-1877,Longview,552,Copacabana,220008-000,RJ,435.77,78.32
950,Fabio,Pynner,1997-10-26 06:13:22.143596,Masculino,fpynnerqd@gmail.com,Sim,438-756-7605,Sim,Sim,508-589-1988,Crownhardt,5302,Copacabana,220001-000,RJ,425.82,15.69
951,Michal,Liveley,1966-08-02 06:13:22.143596,Feminino,mliveleyqe@gmail.com,Não,752-401-8933,Não,Não,509-314-0460,Surrey,47465,Copacabana,220009-000,RJ,330.23,28.03
952,Sheba,Nelissen,1975-07-08 06:13:22.143596,Feminino,snelissenqf@gmail.com,Não,663-270-6514,Sim,Sim,107-139-0157,Eastlawn,66098,Tijuca,205004-000,RJ,287.89,91.15
953,Ezra,Ruselin,1996-12-28 06:13:22.143596,Masculino,eruselinqg@hotmail.com,Não,684-584-1870,Sim,Não,961-762-8802,Maywood,46,Copacabana,220004-000,RJ,275.14,0.29
954,Dar,Insworth,1990-08-17 06:13:22.143596,Masculino,dinsworthqh@hotmail.com,Sim,322-703-3937,Sim,Não,499-333-5843,Service,70,Barra da Tijuca,226001-000,RJ,64.95,67.86
955,Lauri,Ragat,1976-01-19 06:13:22.143596,Feminino,lragatqi@hotmail.com,Sim,793-631-6844,Não,Não,613-151-2474,Havey,376,Barra da Tijuca,226005-000,RJ,400.55,5.43
956,Tonie,Topaz,1974-08-28 06:13:22.143596,Feminino,ttopazqj@hotmail.com,Não,572-334-4397,Não,Sim,396-742-2901,Mcguire,5792,Barra da Tijuca,226006-000,RJ,408.74,60.61
957,Ralph,Rubinek,1977-11-13 06:13:22.143596,Masculino,rrubinekqk@hotmail.com,Não,601-564-1301,Sim,Sim,682-452-8367,Little Fleur,4548,Barra da Tijuca,226006-000,RJ,304.7,2.61
958,Huntlee,McGowran,1973-07-15 06:13:22.143596,Masculino,hmcgowranql@hotmail.com,Não,320-992-9708,Não,Não,780-575-5405,Warbler,339,Barra da Tijuca,226001-000,RJ,281.11,46.88
959,Janelle,Scola,1969-11-24 06:13:22.143596,Feminino,jscolaqm@gmail.com,Não,266-334-0495,Sim,Não,146-917-0197,Autumn Leaf,45093,Barra da Tijuca,226004-000,RJ,326.96,3.96
960,Kelsi,Leppingwell,1990-01-11 06:13:22.143596,Feminino,kleppingwellqn@gmail.com,Não,404-147-1809,Não,Sim,936-155-6531,Fuller,2158,Tijuca,205008-000,RJ,245.38,2.72
961,Gerianna,Seelbach,1982-07-04 06:13:22.143596,Feminino,gseelbachqo@hotmail.com,Não,599-279-4313,Não,Não,608-780-5177,Summer Ridge,45,Barra da Tijuca,226008-000,RJ,51.27,20.47
962,Madella,Cleeve,1965-02-22 06:13:22.143596,Feminino,mcleeveqp@hotmail.com,Não,282-855-4221,Sim,Sim,921-283-6684,Golf Course,12,Barra da Tijuca,226005-000,RJ,326.92,2.91
963,Cahra,Nye,2003-01-29 06:13:22.143596,Feminino,cnyeqq@gmail.com,Não,496-504-3433,Não,Sim,664-485-6442,Schmedeman,333,Tijuca,205002-000,RJ,129.6,25.81
964,Octavia,Melody,1997-07-20 06:13:22.143596,Feminino,omelodyqr@hotmail.com,Sim,578-500-3855,Sim,Não,700-356-0387,Little Fleur,8423,Barra da Tijuca,226001-000,RJ,330.81,62.46
965,Alicia,Deveral,2007-06-12 06:13:22.143596,Feminino,adeveralqs@gmail.com,Não,839-606-0704,Sim,Não,656-967-6076,4th,33865,Barra da Tijuca,226005-000,RJ,466.39,91.0
966,Velma,Swiffan,1978-02-23 06:13:22.143596,Feminino,vswiffanqt@gmail.com,Sim,370-161-9724,Sim,Sim,841-813-9378,Warrior,8008,Tijuca,205006-000,RJ,455.61,25.11
967,Cherri,Roj,1992-08-23 06:13:22.143596,Feminino,crojqu@gmail.com,Sim,173-569-5789,Não,Sim,879-538-2478,Sachtjen,509,Barra da Tijuca,226006-000,RJ,187.01,50.14
968,Waite,Gammons,1975-07-09 06:13:22.143596,Masculino,wgammonsqv@gmail.com,Não,885-476-0436,Não,Não,480-131-7392,Miller,3,Barra da Tijuca,226003-000,RJ,260.69,99.47
969,Genny,Loude,1990-09-21 06:13:22.143596,Feminino,gloudeqw@hotmail.com,Sim,876-898-1898,Não,Não,852-517-9839,Superior,4183,Tijuca,205001-000,RJ,144.09,8.57
970,Ainslee,Madrell,1979-12-15 06:13:22.143596,Feminino,amadrellqx@gmail.com,Não,813-203-8260,Não,Sim,504-728-3414,Butterfield,8,Tijuca,205003-000,RJ,253.49,31.65
971,Jarrid,Coppins,1963-06-04 06:13:22.143596,Masculino,jcoppinsqy@gmail.com,Não,319-496-4565,Sim,Sim,338-127-7940,Fairview,341,Barra da Tijuca,226006-000,RJ,236.4,85.65
972,Keith,Dyka,1978-02-08 06:13:22.143596,Masculino,kdykaqz@gmail.com,Não,983-868-2563,Sim,Não,114-460-6303,Waywood,1,Tijuca,205005-000,RJ,497.49,69.66
973,Shurlocke,Peyzer,1979-09-08 06:13:22.143596,Masculino,speyzerr0@gmail.com,Não,410-982-6524,Sim,Sim,649-426-8748,Tony,76,Tijuca,205002-000,RJ,313.29,72.65
974,Baudoin,Wint,1989-02-24 06:13:22.143596,Masculino,bwintr1@hotmail.com,Não,290-182-6685,Não,Sim,805-843-0786,Amoth,1,Tijuca,205007-000,RJ,260.35,23.68
975,Katlin,Boyce,1984-10-09 06:13:22.143596,Feminino,kboycer2@gmail.com,Sim,432-238-8871,Não,Não,115-890-9207,Ilene,6,Barra da Tijuca,226003-000,RJ,227.7,37.04
976,Tynan,Pigrome,1974-06-25 06:13:22.143596,Masculino,tpigromer3@hotmail.com,Sim,189-234-5804,Não,Sim,353-609-0389,Summerview,26672,Barra da Tijuca,226007-000,RJ,133.0,67.85
977,Ashely,Langlois,1978-11-23 06:13:22.143596,Feminino,alangloisr4@gmail.com,Não,140-578-1990,Sim,Sim,318-205-2930,Novick,71329,Tijuca,205003-000,RJ,90.12,22.99
978,Marjy,Minghetti,1973-01-12 06:13:22.143596,Feminino,mminghettir5@gmail.com,Sim,245-948-0094,Sim,Sim,753-437-7467,Eggendart,5,Tijuca,205009-000,RJ,319.86,84.92
979,Rafaelia,Stubbe,1997-12-06 06:13:22.143596,Feminino,rstubber6@hotmail.com,Não,901-579-9722,Sim,Não,130-293-0599,Boyd,648,Barra da Tijuca,226002-000,RJ,432.86,47.09
980,Laurette,Pettecrew,1996-09-15 06:13:22.143596,Feminino,lpettecrewr7@hotmail.com,Sim,495-188-6801,Não,Sim,470-871-9872,Thompson,1018,Copacabana,220007-000,RJ,204.15,66.46
981,Stu,Skeemor,1996-11-27 06:13:22.143596,Outros,sskeemorr8@hotmail.com,Sim,589-714-5471,Não,Sim,656-319-7627,Ridgeway,94,Copacabana,220006-000,RJ,487.37,3.68
982,Wynne,McDougle,1969-03-31 06:13:22.143596,Feminino,wmcdougler9@hotmail.com,Sim,297-791-8871,Sim,Não,112-608-8952,Sullivan,1,Tijuca,205006-000,RJ,311.07,49.75
983,Lauryn,Ohm,1970-04-11 06:13:22.143596,Feminino,lohmra@gmail.com,Sim,652-103-2763,Sim,Sim,341-481-9684,Calypso,2266,Copacabana,220004-000,RJ,359.28,47.67
984,Marion,Vossing,1992-06-10 06:13:22.143596,Masculino,mvossingrb@gmail.com,Sim,712-973-6411,Não,Não,598-172-9838,Towne,7,Copacabana,220002-000,RJ,89.03,33.11
985,Humberto,Lipp,1988-06-24 06:13:22.143596,Masculino,hlipprc@hotmail.com,Não,517-756-0098,Não,Não,691-488-7865,Bayside,4,Copacabana,220009-000,RJ,208.32,66.04
986,Maynard,Colleran,1963-12-12 06:13:22.143596,Masculino,mcolleranrd@gmail.com,Sim,114-166-4808,Sim,Não,689-931-2859,Londonderry,1584,Tijuca,205005-000,RJ,123.25,94.23
987,Giana,Burridge,1995-12-25 06:13:22.143596,Feminino,gburridgere@hotmail.com,Sim,849-117-2213,Sim,Não,215-568-9675,Cascade,24,Copacabana,220006-000,RJ,449.97,43.35
988,Karry,Carvil,1965-08-23 06:13:22.143596,Feminino,kcarvilrf@gmail.com,Não,499-964-2577,Sim,Sim,371-779-8436,Ilene,38,Copacabana,220001-000,RJ,406.22,77.02
989,Jaymee,Gaskoin,1980-12-13 06:13:22.143596,Feminino,jgaskoinrg@hotmail.com,Sim,269-199-9892,Sim,Não,990-680-0050,Reindahl,75492,Barra da Tijuca,226009-000,RJ,410.27,49.25
990,Rand,MacKean,1999-04-27 06:13:22.143596,Masculino,rmackeanrh@gmail.com,Sim,390-175-2283,Sim,Sim,232-114-5143,Birchwood,28,Copacabana,220008-000,RJ,383.7,54.57
991,Donny,Dawby,1992-04-15 06:13:22.143596,Masculino,ddawbyri@hotmail.com,Não,971-799-3636,Sim,Sim,491-839-9813,Bonner,59,Copacabana,220009-000,RJ,146.36,45.05
992,Adrienne,Frankiewicz,1980-10-15 06:13:22.143596,Feminino,afrankiewiczrj@hotmail.com,Sim,993-169-6732,Não,Sim,260-835-8744,Kenwood,7326,Tijuca,205006-000,RJ,347.24,29.41
993,Jilleen,Bruty,1969-06-29 06:13:22.143596,Feminino,jbrutyrk@hotmail.com,Sim,847-997-3504,Não,Sim,387-101-1658,Miller,37060,Barra da Tijuca,226004-000,RJ,325.96,1.63
994,Dredi,Coil,2000-06-16 06:13:22.143596,Feminino,dcoilrl@hotmail.com,Sim,219-230-8697,Sim,Não,476-126-3627,Dexter,241,Copacabana,220003-000,RJ,186.04,64.49
995,Maxwell,Gersam,1973-06-26 06:13:22.143596,Masculino,mgersamrm@hotmail.com,Não,294-856-0766,Sim,Não,376-162-2644,Becker,9721,Copacabana,220008-000,RJ,473.25,13.45
996,Danyelle,Splevins,1992-03-11 06:13:22.143596,Feminino,dsplevinsrn@hotmail.com,Não,132-693-4194,Não,Não,810-760-0542,Farragut,35546,Copacabana,220002-000,RJ,76.16,32.2
997,Constantine,Canceller,2000-04-13 06:13:22.143596,Masculino,ccancellerro@hotmail.com,Sim,932-245-4954,Não,Sim,887-932-2888,Marquette,22,Tijuca,205003-000,RJ,57.36,73.36
998,Lorelle,Coonihan,1995-01-13 06:13:22.143596,Feminino,lcoonihanrp@gmail.com,Sim,736-127-1844,Não,Sim,298-678-5049,Dennis,92964,Copacabana,220005-000,RJ,67.62,53.83
999,Marten,Swynley,1976-12-09 06:13:22.143596,Masculino,mswynleyrq@hotmail.com,Não,248-769-3897,Sim,Não,896-242-2729,Springs,70043,Copacabana,220007-000,RJ,79.94,4.98
1000,Charlotte,Ashplant,1989-12-15 06:13:22.143596,Outros,cashplantrr@gmail.com,Não,415-941-7714,Não,Não,375-420-1956,Kedzie,5,Tijuca,205007-000,RJ,314.59,20.25
